Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
6941,811321523,5/3/2012,,16:13,591 POST ST,V22500I,BUS ZONE,255,Closed,$315.00 ,0,100 100AR-CNCL,06/06/2012 12:00:00 AM +0000,06/06/2012 12:00:00 AM +0000,26 COLFFDMV,,"(37.7878316962, -122.411523402)"
6942,811321534,5/3/2012,,16:13,589 POST ST,V22500I,BUS ZONE,255,Closed, $                      -,0,731 731MP EXP,05/15/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7878357249, -122.411491898)"
6943,811321545,5/3/2012,,16:36,566 SUTTER ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,05/08/2012 12:00:00 AM +0000,05/29/2012 12:00:00 AM +0000, ,,"(37.7891595434, -122.409714268)"
6944,811321556,5/3/2012,,16:42,1186 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed,$75.00 ,0,730 730TRNLN,05/08/2012 12:00:00 AM +0000,05/29/2012 12:00:00 AM +0000, ,,"(37.7878597619, -122.419903399)"
6945,811321615,5/3/2012,,17:21,426 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$145.00 ,0,22 22 GEN VAL,06/10/2012 12:00:00 AM +0000,07/01/2012 12:00:00 AM +0000,26 COLFFDMV,,"(37.7871633129, -122.410359656)"
6946,811321626,5/3/2012,,17:22,460 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed, $                      -,0,22 22 GEN VAL,06/11/2012 12:00:00 AM +0000,07/02/2012 12:00:00 AM +0000,5 HU HR UPHD,,"(37.787095012, -122.410895069)"
6947,811321630,5/3/2012,,17:22,474 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,05/08/2012 12:00:00 AM +0000,05/29/2012 12:00:00 AM +0000, ,,"(37.7870668869, -122.411115533)"
6948,811321652,5/3/2012,,16:17,762 SUTTER ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,22 22 GEN VAL,06/06/2012 12:00:00 AM +0000,06/27/2012 12:00:00 AM +0000, ,,"(37.7887494705, -122.412946852)"
6949,811321685,5/3/2012,,09:27,876 SUTTER ST,V22500H,DBL PARK,100,Open, $                      -,202,730 730TRNLN,05/09/2012 12:00:00 AM +0000,05/30/2012 12:00:00 AM +0000, ,,"(37.7885112903, -122.414816066)"
6950,811321696,5/3/2012,,07:49,697 POST ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,05/09/2012 12:00:00 AM +0000,05/30/2012 12:00:00 AM +0000, ,,"(37.7876086086, -122.413290443)"
6951,811321560,5/4/2012,,12:04,434 SUTTER ST,V22500H,DBL PARK,100,Closed,$100.00 ,0,730 730TRNLN,05/08/2012 12:00:00 AM +0000,05/29/2012 12:00:00 AM +0000, ,,"(37.7894322765, -122.407567234)"
6952,811321571,5/4/2012,,12:06,806 SUTTER ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,05/08/2012 12:00:00 AM +0000,05/29/2012 12:00:00 AM +0000, ,,"(37.7886524731, -122.413712353)"
6953,811321582,5/4/2012,,13:27,932 SUTTER ST,V22500H,DBL PARK,100,Open, $                      -,140, ,,, ,,"(37.7883898392, -122.415765477)"
6954,811321593,5/4/2012,,13:27,952 SUTTER ST,V22500H,DBL PARK,100,Open, $                      -,140, ,,, ,,"(37.7883495459, -122.416080451)"
6955,811321604,5/4/2012,,14:42,564 SUTTER ST,V22500H,DBL PARK,100,Closed,$140.00 ,0, ,,, ,,"(37.7891635581, -122.409682665)"
6956,811321663,5/5/2012,,09:23,797 POST ST,V22500I,BUS ZONE,255,Closed, $                      -,0,731 731MP EXP,05/17/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7874012691, -122.414914161)"
6957,808742476,5/6/2012,,16:37,516 GEARY ST,T32A.1,TWAWY ZN#1,85,Open, $                      -,187,730 730TRNLN,05/09/2012 12:00:00 AM +0000,05/30/2012 12:00:00 AM +0000, ,,"(37.7869748388, -122.411837046)"
6958,808742480,5/6/2012,,16:37,564 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed, $                      -,0,83 83 PEND HE,06/17/2012 12:00:00 AM +0000,12/14/2012 12:00:00 AM +0000,5 HU HR UPHD,,"(37.7868725373, -122.412638893)"
6959,811321700,5/6/2012,,12:48,1199 POST ST,V22500I,BUS ZONE,255,Open, $                      -,297,730 730TRNLN,05/09/2012 12:00:00 AM +0000,05/30/2012 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7865623162, -122.421520404)"
6960,818739902,3/26/2013,,17:44,816 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$147.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7886323041, -122.413870026)"
6962,818739924,3/26/2013,,17:50,1472 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.787261441, -122.424614718)"
6963,818739946,3/26/2013,,14:22,486 GEARY ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7870427791, -122.411304501)"
6964,818739950,3/26/2013,,16:19,100 GEARY ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7878322552, -122.405114801)"
6965,818739961,3/26/2013,,16:19,174 GEARY ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7876920927, -122.406213912)"
6966,818739972,3/26/2013,,16:25,756 GEARY ST,T32A.2,TWAWY ZONE,83,Closed,$147.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000,26 COLFFDMV,,"(37.7864736294, -122.415765127)"
6967,818739983,3/26/2013,,16:25,770 GEARY ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7864454826, -122.415985687)"
6968,818739994,3/26/2013,,16:25,784 GEARY ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7864173353, -122.416206248)"
6969,818740005,3/26/2013,,16:25,808 GEARY ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7863605739, -122.416651019)"
6970,822762010,3/26/2013,,16:26,970 GEARY ST,T32A.2,TWAWY ZONE,83,Closed,$147.00 ,0,730 730TRNLN,03/30/2013 12:00:00 AM +0000,04/20/2013 12:00:00 AM +0000, ,,"(37.7860277484, -122.419272703)"
6971,822762021,3/28/2013,,15:55,621 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,04/02/2013 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000, ,,"(37.7876196424, -122.400185615)"
6972,822762032,3/28/2013,,16:15,1028 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$120.00 ,0,91 P20 ENR,06/02/2013 12:00:00 AM +0000,08/05/2013 12:00:00 AM +0000, ,,"(37.7804994149, -122.409448111)"
6973,824931284,3/28/2013,,16:07,1362 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,04/02/2013 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000, ,,"(37.7874902854, -122.422812928)"
6974,824931295,3/28/2013,,17:26,656 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed, $                   -,0,50 50 DP RU,05/02/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000,25 OFCR ERROR,,"(37.788970613, -122.411201282)"
6975,824931306,3/28/2013,,17:30,1162 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                   -,0,731 731MP EXP,04/09/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7879080212, -122.41952332)"
6976,824931310,3/28/2013,,17:30,1154 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                   -,0,731 731MP EXP,04/09/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7879241073, -122.419396628)"
6977,824931321,3/28/2013,,17:30,1146 SUTTER ST,T32A.2,TWAWY ZONE,83,Open, $                   -,191, ,,, ,,"(37.7879401933, -122.419269935)"
6978,824931332,3/28/2013,,17:33,1350 SUTTER ST,T32A.2,TWAWY ZONE,83,Open, $                   -,191,119 TOWZVLD,05/28/2013 12:00:00 AM +0000,06/18/2013 12:00:00 AM +0000, ,,"(37.7875143385, -122.422623529)"
6979,824931343,3/28/2013,,17:33,1332 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                   -,0,731 731MP EXP,04/09/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7875504185, -122.42233943)"
6980,824931354,3/28/2013,,17:33,1374 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                   -,0,731 731MP EXP,04/09/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7874662311, -122.423002328)"
6981,824931236,3/30/2013,,11:57,795 POST ST,V22500I,BUS ZONE,267,Closed, $                   -,0,731 731MP EXP,04/11/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7874052933, -122.414882672)"
6982,824931240,3/30/2013,,13:37,504 SUTTER ST,V22500I,BUS ZONE,267,Open, $                   -,375,730 730TRNLN,04/02/2013 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000, ,,"(37.7892839975, -122.408734571)"
6983,824931262,3/30/2013,,17:42,910 SUTTER ST,V22500I,BUS ZONE,267,Closed,$331.00 ,0,730 730TRNLN,04/02/2013 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000,26 COLFFDMV,,"(37.7884341614, -122.415419006)"
6984,822762043,3/31/2013,,13:48,283 O'FARRELL ST,T32A.1,TWAWY ZN#1,93,Closed,$157.00 ,0,730 730TRNLN,04/03/2013 12:00:00 AM +0000,04/24/2013 12:00:00 AM +0000, ,,"(37.7861689724, -122.409450197)"
6985,827267490,6/13/2013,,16:26,1038 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,119 TOWZVLD,07/16/2013 12:00:00 AM +0000,08/06/2013 12:00:00 AM +0000, ,,"(37.7881670773, -122.417500405)"
6986,827267512,6/13/2013,,17:45,632 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,119 TOWZVLD,07/19/2013 12:00:00 AM +0000,08/09/2013 12:00:00 AM +0000, ,,"(37.7890186781, -122.410823006)"
6987,827267523,6/13/2013,,17:45,640 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,06/19/2013 12:00:00 AM +0000,07/10/2013 12:00:00 AM +0000, ,,"(37.7890026568, -122.410949097)"
6988,827267534,6/13/2013,,17:45,646 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,06/19/2013 12:00:00 AM +0000,07/10/2013 12:00:00 AM +0000, ,,"(37.7889906406, -122.411043666)"
6989,827267545,6/13/2013,,17:46,818 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,06/19/2013 12:00:00 AM +0000,07/10/2013 12:00:00 AM +0000, ,,"(37.7886282703, -122.413901561)"
6990,827267556,6/13/2013,,17:46,824 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$147.00 ,0,730 730TRNLN,06/19/2013 12:00:00 AM +0000,07/10/2013 12:00:00 AM +0000, ,,"(37.7886161697, -122.413996165)"
6991,827267453,6/15/2013,,14:29,811 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,06/18/2013 12:00:00 AM +0000,07/09/2013 12:00:00 AM +0000, ,,"(37.7873646711, -122.4152019)"
6992,827267464,6/15/2013,,17:28,1130 SUTTER ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,83 83 PEND HE,08/15/2013 12:00:00 AM +0000,02/11/2014 12:00:00 AM +0000,6 HD HR DNID,,"(37.7879723659, -122.41901655)"
6993,822763362,6/16/2013,,08:26,511 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,06/19/2013 12:00:00 AM +0000,07/10/2013 12:00:00 AM +0000, ,,"(37.7893956201, -122.39793607)"
6994,822763373,6/16/2013,,08:50,510 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$120.00 ,0,730 730TRNLN,06/19/2013 12:00:00 AM +0000,07/10/2013 12:00:00 AM +0000, ,,"(37.789615227, -122.39790324)"
6995,822763395,6/16/2013,,15:19,654 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed, $                   -,0,730 730TRNLN,06/19/2013 12:00:00 AM +0000,07/10/2013 12:00:00 AM +0000,25 OFCR ERROR,,"(37.7871242681, -122.401058382)"
6996,822763406,6/16/2013,,15:19,656 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,119 TOWZVLD,07/22/2013 12:00:00 AM +0000,08/12/2013 12:00:00 AM +0000, ,,"(37.7870840633, -122.401109303)"
6997,827267560,6/16/2013,,16:07,908 SUTTER ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,06/20/2013 12:00:00 AM +0000,07/11/2013 12:00:00 AM +0000, ,,"(37.7884381903, -122.415387508)"
6998,812207222,6/7/2012,,09:52,906 SUTTER ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,06/12/2012 12:00:00 AM +0000,07/03/2012 12:00:00 AM +0000, ,,"(37.7884422191, -122.415356011)"
6999,812207233,6/7/2012,,12:14,709 POST ST,V22500H,DBL PARK,100,Closed,$142.00 ,0, ,,, ,,"(37.7875783195, -122.413528637)"
7000,812207244,6/7/2012,,12:41,723 POST ST,V22500H,DBL PARK,100,Closed,$100.00 ,0, ,,, ,,"(37.7875501543, -122.413749061)"
7701,824930190,3/20/2013,,17:40,636 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$120.00 ,0,730 730TRNLN,03/23/2013 12:00:00 AM +0000,04/13/2013 12:00:00 AM +0000, ,,"(37.7890106679, -122.410886052)"
7702,824930201,3/20/2013,,17:40,650 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,03/23/2013 12:00:00 AM +0000,04/13/2013 12:00:00 AM +0000, ,,"(37.7889826294, -122.411106713)"
7703,824930212,3/20/2013,,17:41,750 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$157.00 ,0,730 730TRNLN,03/23/2013 12:00:00 AM +0000,04/13/2013 12:00:00 AM +0000, ,,"(37.7887735659, -122.412756269)"
7704,824930223,3/20/2013,,17:44,1048 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$110.00 ,0,91 P20 ENR,06/27/2013 12:00:00 AM +0000,08/20/2013 12:00:00 AM +0000, ,,"(37.7881467806, -122.417657508)"
7705,824930234,3/20/2013,,17:44,1044 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0, ,,, ,,"(37.788154899, -122.417594665)"
7706,824930245,3/20/2013,,17:48,1430 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,03/23/2013 12:00:00 AM +0000,04/13/2013 12:00:00 AM +0000, ,,"(37.7873455296, -122.423952678)"
7707,818739622,3/21/2013,,13:38,604 GEARY ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,03/26/2013 12:00:00 AM +0000,04/16/2013 12:00:00 AM +0000, ,,"(37.7867880753, -122.41330088)"
7708,826355353,5/7/2013,,17:41,746 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed, $                   -,0,731 731MP EXP,05/19/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7887815976, -122.41269274)"
7709,826355364,5/7/2013,,17:42,868 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                   -,0,731 731MP EXP,05/19/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7885274256, -122.414689928)"
7710,826355375,5/9/2013,,16:25,408 SUTTER ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,16 16 BUSZONE,06/25/2013 12:00:00 AM +0000,07/16/2013 12:00:00 AM +0000, ,,"(37.7894841642, -122.407158722)"
7711,826355386,5/9/2013,,16:25,420 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0, ,,, ,,"(37.7894602168, -122.407347266)"
7712,826355390,5/9/2013,,16:26,542 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0, ,,, ,,"(37.7892077205, -122.409335031)"
7713,826355401,5/9/2013,,16:30,1012 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,05/14/2013 12:00:00 AM +0000,06/04/2013 12:00:00 AM +0000, ,,"(37.7882198474, -122.417091939)"
7714,826355412,5/9/2013,,16:30,1040 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,05/14/2013 12:00:00 AM +0000,06/04/2013 12:00:00 AM +0000, ,,"(37.7881630182, -122.417531825)"
7715,826355423,5/9/2013,,16:31,1156 SUTTER ST,T32A.2,TWAWY ZONE,83,Open, $                   -,191,730 730TRNLN,05/14/2013 12:00:00 AM +0000,06/04/2013 12:00:00 AM +0000, ,,"(37.7879200865, -122.419428301)"
7716,826355434,5/9/2013,,16:32,1250 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,05/14/2013 12:00:00 AM +0000,06/04/2013 12:00:00 AM +0000, ,,"(37.7877230875, -122.420979736)"
7717,826355456,5/9/2013,,16:35,1332 SUTTER ST,T32A.2,TWAWY ZONE,83,Open, $                   -,191,730 730TRNLN,05/14/2013 12:00:00 AM +0000,06/04/2013 12:00:00 AM +0000, ,,"(37.7875504185, -122.42233943)"
7718,826355460,5/9/2013,,16:33,1368 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$110.00 ,0,100 100AR-CNCL,08/19/2013 12:00:00 AM +0000,08/19/2013 12:00:00 AM +0000, ,,"(37.7874782579, -122.422907628)"
7719,826355471,5/9/2013,,16:33,1418 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,05/14/2013 12:00:00 AM +0000,06/04/2013 12:00:00 AM +0000, ,,"(37.7873695548, -122.423763523)"
7720,824931623,3/31/2013,,17:37,964 SUTTER ST,T32A.2,TWAWY ZONE,83,Open, $                   -,83,730 730TRNLN,04/04/2013 12:00:00 AM +0000,04/25/2013 12:00:00 AM +0000, ,,"(37.7883253698, -122.416269436)"
7721,824931634,3/31/2013,,09:31,664 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7878115215, -122.412781122)"
7722,824931645,3/31/2013,,14:56,591 POST ST,V22500I,BUS ZONE,267,Closed,$331.00 ,0,730 730TRNLN,04/04/2013 12:00:00 AM +0000,04/25/2013 12:00:00 AM +0000, ,,"(37.7878316962, -122.411523402)"
7022,815396234,7/31/2012,,17:26,1250 SUTTER ST,T32A.2,TWAWY ZONE,83,Open, $                      -,189, ,,, ,,"(37.7877230875, -122.420979736)"
7023,815396050,8/1/2012,,17:04,1005 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7808071156, -122.408813199)"
7024,815396061,8/1/2012,,17:04,1009 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7807396097, -122.408898681)"
7025,815396072,8/1/2012,,17:05,951 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7817713611, -122.407592195)"
7026,815396083,8/1/2012,,17:13,585 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$120.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7881494305, -122.399514574)"
7027,815396094,8/1/2012,,17:15,413 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed, $                      -,0,50 50 DP RU,01/27/2013 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7903159386, -122.396770285)"
7028,815396105,8/1/2012,,17:43,826 MISSION ST,T32A.1,TWAWY ZN#1,93,Open, $                      -,199,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7840441937, -122.404959276)"
7029,815396116,8/1/2012,,17:45,952 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,119 TOWZVLD,09/13/2012 12:00:00 AM +0000,10/04/2012 12:00:00 AM +0000, ,,"(37.7818599982, -122.407725249)"
7030,815396120,8/1/2012,,17:45,956 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7817903634, -122.407813428)"
7031,815396131,8/1/2012,,17:47,1032 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7804319076, -122.40953359)"
7032,815396142,8/1/2012,,17:51,1274 MISSION ST,T32A.1,TWAWY ZN#1,93,Open, $                      -,199,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7766347982, -122.414341225)"
7033,815396164,8/1/2012,,17:51,1288 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7764385635, -122.414589663)"
7034,815396175,8/1/2012,,17:53,1380 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$157.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7755024322, -122.415759065)"
7035,815396245,8/1/2012,,16:06,1332 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7875504185, -122.42233943)"
7036,815396256,8/1/2012,,16:06,1342 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,08/04/2012 12:00:00 AM +0000,08/25/2012 12:00:00 AM +0000, ,,"(37.7875303741, -122.422497263)"
7037,807261442,2/27/2012,,10:54,535 POST ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.7879445072, -122.410641253)"
7038,807261453,2/27/2012,,11:18,1442 SUTTER ST,V22500H,DBL PARK,80,Closed,$182.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.7873215049, -122.424141831)"
7039,807261464,2/27/2012,,12:30,908 SUTTER ST,V22500I,BUS ZONE,255,Closed, $                      -,0,731 731MP EXP,03/10/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7884381903, -122.415387508)"
7040,807261475,2/27/2012,,13:48,464 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.7893724039, -122.408038594)"
7041,807261490,2/27/2012,,16:38,1088 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed, $                      -,0,731 731MP EXP,03/10/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7880655915, -122.418285916)"
7042,807261501,2/27/2012,,16:13,738 SUTTER ST,T32A.1,TWAWY ZN#1,85,Closed,$145.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.788797661, -122.412565683)"
7043,807261512,2/27/2012,,16:13,768 SUTTER ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.7887374222, -122.413042145)"
7044,807261523,2/27/2012,,16:14,860 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed,$75.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.7885435608, -122.414563789)"
7045,807261534,2/27/2012,,16:16,1074 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed,$75.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.7880940077, -122.418065973)"
7046,807261545,2/27/2012,,16:16,1074 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed,$135.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000,26 COLFFDMV,,"(37.7880940077, -122.418065973)"
7047,807261556,2/27/2012,,16:17,1146 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed,$135.00 ,0,730 730TRNLN,03/01/2012 12:00:00 AM +0000,03/22/2012 12:00:00 AM +0000, ,,"(37.7879401933, -122.419269935)"
7048,807261560,2/27/2012,,16:17,1182 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed,$135.00 ,0,803 803ELIGREF,02/11/2013 12:00:00 AM +0000,05/12/2013 12:00:00 AM +0000, ,,"(37.7878678047, -122.419840053)"
7049,807261571,2/28/2012,,16:50,390 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$125.00 ,0, ,,, ,,"(37.7872442531, -122.409725146)"
7050,807261593,2/28/2012,,16:53,928 GEARY ST,T32A.2,TWAWY ZONE,75,Closed,$135.00 ,0,91 P20 ENR,06/04/2012 12:00:00 AM +0000,09/06/2012 12:00:00 AM +0000, ,,"(37.786111599, -122.418607731)"
7051,807261604,2/28/2012,,16:53,952 GEARY ST,T32A.2,TWAWY ZONE,75,Closed,$75.00 ,0,730 730TRNLN,03/02/2012 12:00:00 AM +0000,03/23/2012 12:00:00 AM +0000, ,,"(37.786063685, -122.418987715)"
7052,807261615,2/28/2012,,16:53,986 GEARY ST,T32A.2,TWAWY ZONE,75,Closed,$177.00 ,0,730 730TRNLN,03/02/2012 12:00:00 AM +0000,03/23/2012 12:00:00 AM +0000, ,,"(37.7859958042, -122.419526025)"
